N	MZI_f_MHz	SYNC_f_MHz	MZI_D_ns	MZI_W_ns	DET_D_ns	DET_W_ns	State	D0	D1
0	0,00353781928819076	6,00000240000096E-05	30	200	13333415	3000000	4	46	400000
1	0,00353781928819076	6,00000240000096E-05	30	200	13333415	3000000	4	10	400000
2	0,00353781928819076	6,00000240000096E-05	30	200	13333415	3000000	4	82	400000
3	0,00353781928819076	6,00000240000096E-05	30	200	13333415	3000000	4	4	400000
4	0,00353781928819076	6,00000240000096E-05	30	200	13333415	3000000	4	14	400000
0	0,00353781928819076	6,00000240000096E-05	30	200	13333415	3000000	4	2	400002
1	0,00353781928819076	6,00000240000096E-05	30	200	13333415	3000000	4	34	400000
2	0,00353781928819076	6,00000240000096E-05	30	200	13333415	3000000	4	12	400000
3	0,00353781928819076	6,00000240000096E-05	30	200	13333415	3000000	4	0	400000
4	0,00353781928819076	6,00000240000096E-05	30	200	13333415	3000000	4	4	400000
0	0,00353781928819076	6,00000240000096E-05	30	200	13333415	3000000	4	4	400000
1	0,00353781928819076	6,00000240000096E-05	30	200	13333415	3000000	4	38	400000
2	0,00353781928819076	6,00000240000096E-05	30	200	13333415	3000000	4	10	400000
3	0,00353781928819076	6,00000240000096E-05	30	200	13333415	3000000	4	18	400000
4	0,00353781928819076	6,00000240000096E-05	30	200	13333415	3000000	4	10	400000
