N	MZI_f_MHz	SYNC_f_MHz	MZI_D_ns	MZI_W_ns	DET_D_ns	DET_W_ns	State	D0	D1
0	0,00353781928819076	6,00000240000096E-05	30	200	13333415	3000000	0	1628	400002
1	0,00353781928819076	6,00000240000096E-05	30	200	13333415	3000000	1	70	400002
2	0,00353781928819076	6,00000240000096E-05	30	200	13333415	3000000	0	244	400000
3	0,00353781928819076	6,00000240000096E-05	30	200	13333415	3000000	1	534	400000
4	0,00353781928819076	6,00000240000096E-05	30	200	13333415	3000000	0	694	400000
0	0,00353781928819076	6,00000240000096E-05	30	200	13333415	3000000	0	896	400000
1	0,00353781928819076	6,00000240000096E-05	30	200	13333415	3000000	1	1814	400001
2	0,00353781928819076	6,00000240000096E-05	30	200	13333415	3000000	0	1792	400000
3	0,00353781928819076	6,00000240000096E-05	30	200	13333415	3000000	1	1482	400000
4	0,00353781928819076	6,00000240000096E-05	30	200	13333415	3000000	0	1862	400002
0	0,00353781928819076	6,00000240000096E-05	30	200	13333415	3000000	0	1370	400000
1	0,00353781928819076	6,00000240000096E-05	30	200	13333415	3000000	1	2352	400001
2	0,00353781928819076	6,00000240000096E-05	30	200	13333415	3000000	0	2036	400000
3	0,00353781928819076	6,00000240000096E-05	30	200	13333415	3000000	1	1878	400000
4	0,00353781928819076	6,00000240000096E-05	30	200	13333415	3000000	0	1414	400000
0	0,00353781928819076	6,00000240000096E-05	30	200	13333415	3000000	0	1454	400000
1	0,00353781928819076	6,00000240000096E-05	30	200	13333415	3000000	1	2418	400000
2	0,00353781928819076	6,00000240000096E-05	30	200	13333415	3000000	0	2204	400000
3	0,00353781928819076	6,00000240000096E-05	30	200	13333415	3000000	1	1984	400000
4	0,00353781928819076	6,00000240000096E-05	30	200	13333415	3000000	0	1642	400000
0	0,00353781928819076	6,00000240000096E-05	30	200	13333415	3000000	0	1710	400001
1	0,00353781928819076	6,00000240000096E-05	30	200	13333415	3000000	1	2192	400000
2	0,00353781928819076	6,00000240000096E-05	30	200	13333415	3000000	0	1864	400001
3	0,00353781928819076	6,00000240000096E-05	30	200	13333415	3000000	1	2272	400000
4	0,00353781928819076	6,00000240000096E-05	30	200	13333415	3000000	0	1532	400000
0	0,00353781928819076	6,00000240000096E-05	30	200	13333415	3000000	0	1636	400001
1	0,00353781928819076	6,00000240000096E-05	30	200	13333415	3000000	1	2430	400000
2	0,00353781928819076	6,00000240000096E-05	30	200	13333415	3000000	0	2292	400001
3	0,00353781928819076	6,00000240000096E-05	30	200	13333415	3000000	1	1926	400000
