N	MZI_f_MHz	SYNC_f_MHz	MZI_D_ns	MZI_W_ns	DET_D_ns	DET_W_ns	State	D0	D1
0	0,00353781928819076	6,00000240000096E-05	30	200	22,5	3000000	0	46	400000
1	0,00353781928819076	6,00000240000096E-05	30	200	22,5	3000000	1	22	400001
2	0,00353781928819076	6,00000240000096E-05	30	200	22,5	3000000	0	6	400000
3	0,00353781928819076	6,00000240000096E-05	30	200	22,5	3000000	1	16	400000
4	0,00353781928819076	6,00000240000096E-05	30	200	22,5	3000000	0	36	400000
0	0,00353781928819076	6,00000240000096E-05	30	200	22,5	3000000	0	4	400000
1	0,00353781928819076	6,00000240000096E-05	30	200	22,5	3000000	1	14	400002
2	0,00353781928819076	6,00000240000096E-05	30	200	22,5	3000000	0	14	400000
3	0,00353781928819076	6,00000240000096E-05	30	200	22,5	3000000	1	2	400000
4	0,00353781928819076	6,00000240000096E-05	30	200	22,5	3000000	0	14	400000
0	0,00353781928819076	6,00000240000096E-05	30	200	22,5	3000000	0	10	400000
1	0,00353781928819076	6,00000240000096E-05	30	200	22,5	3000000	1	30	400000
2	0,00353781928819076	6,00000240000096E-05	30	200	22,5	3000000	0	6	400000
3	0,00353781928819076	6,00000240000096E-05	30	200	22,5	3000000	1	42	400000
4	0,00353781928819076	6,00000240000096E-05	30	200	22,5	3000000	0	44	400000
0	0,00353781928819076	6,00000240000096E-05	30	200	22,5	3000000	0	8	400000
1	0,00353781928819076	6,00000240000096E-05	30	200	22,5	3000000	1	10	400000
2	0,00353781928819076	6,00000240000096E-05	30	200	22,5	3000000	0	2	400000
3	0,00353781928819076	6,00000240000096E-05	30	200	22,5	3000000	1	10	400000
4	0,00353781928819076	6,00000240000096E-05	30	200	22,5	3000000	0	16	400000
0	0,00353781928819076	6,00000240000096E-05	30	200	22,5	3000000	0	0	400000
1	0,00353781928819076	6,00000240000096E-05	30	200	22,5	3000000	1	8	400000
2	0,00353781928819076	6,00000240000096E-05	30	200	22,5	3000000	0	30	400000
3	0,00353781928819076	6,00000240000096E-05	30	200	22,5	3000000	1	26	400001
4	0,00353781928819076	6,00000240000096E-05	30	200	22,5	3000000	0	10	400000
0	0,00353781928819076	6,00000240000096E-05	30	200	22,5	3000000	0	46	400000
1	0,00353781928819076	6,00000240000096E-05	30	200	22,5	3000000	1	6	400001
2	0,00353781928819076	6,00000240000096E-05	30	200	22,5	3000000	0	12	400001
3	0,00353781928819076	6,00000240000096E-05	30	200	22,5	3000000	1	4	400000
4	0,00353781928819076	6,00000240000096E-05	30	200	22,5	3000000	0	26	400000
0	0,00353781928819076	6,00000240000096E-05	30	200	22,5	3000000	0	4	400000
1	0,00353781928819076	6,00000240000096E-05	30	200	22,5	3000000	1	18	400000
2	0,00353781928819076	6,00000240000096E-05	30	200	22,5	3000000	0	4	400000
3	0,00353781928819076	6,00000240000096E-05	30	200	22,5	3000000	1	14	400000
4	0,00353781928819076	6,00000240000096E-05	30	200	22,5	3000000	0	18	400002
0	0,00353781928819076	6,00000240000096E-05	30	200	22,5	3000000	0	4	400000
1	0,00353781928819076	6,00000240000096E-05	30	200	22,5	3000000	1	60	400000
2	0,00353781928819076	6,00000240000096E-05	30	200	22,5	3000000	0	34	400000
3	0,00353781928819076	6,00000240000096E-05	30	200	22,5	3000000	1	0	400001
4	0,00353781928819076	6,00000240000096E-05	30	200	22,5	3000000	0	2	400000
0	0,00353781928819076	6,00000240000096E-05	30	200	22,5	3000000	0	14	400000
1	0,00353781928819076	6,00000240000096E-05	30	200	22,5	3000000	1	2	400000
2	0,00353781928819076	6,00000240000096E-05	30	200	22,5	3000000	0	36	400000
3	0,00353781928819076	6,00000240000096E-05	30	200	22,5	3000000	1	54	400000
4	0,00353781928819076	6,00000240000096E-05	30	200	22,5	3000000	0	0	400000
0	0,00353781928819076	6,00000240000096E-05	30	200	22,5	3000000	0	12	400001
1	0,00353781928819076	6,00000240000096E-05	30	200	22,5	3000000	1	30	400000
2	0,00353781928819076	6,00000240000096E-05	30	200	22,5	3000000	0	2	400001
3	0,00353781928819076	6,00000240000096E-05	30	200	22,5	3000000	1	40	400000
4	0,00353781928819076	6,00000240000096E-05	30	200	22,5	3000000	0	0	400000
0	0,00353781928819076	6,00000240000096E-05	30	200	27,5	3000000	0	28	400000
1	0,00353781928819076	6,00000240000096E-05	30	200	27,5	3000000	1	12	400000
2	0,00353781928819076	6,00000240000096E-05	30	200	27,5	3000000	0	6	400000
3	0,00353781928819076	6,00000240000096E-05	30	200	27,5	3000000	1	0	400000
4	0,00353781928819076	6,00000240000096E-05	30	200	27,5	3000000	0	8	400000
0	0,00353781928819076	6,00000240000096E-05	30	200	30	3000000	0	4	400000
1	0,00353781928819076	6,00000240000096E-05	30	200	30	3000000	1	14	400000
2	0,00353781928819076	6,00000240000096E-05	30	200	30	3000000	0	0	400000
3	0,00353781928819076	6,00000240000096E-05	30	200	30	3000000	1	40	400001
4	0,00353781928819076	6,00000240000096E-05	30	200	30	3000000	0	0	400000
0	0,00353781928819076	6,00000240000096E-05	30	200	32,5	3000000	0	6	400001
1	0,00353781928819076	6,00000240000096E-05	30	200	32,5	3000000	1	6	400000
2	0,00353781928819076	6,00000240000096E-05	30	200	32,5	3000000	0	2	400000
