N	freq_MZI	f_sync_MHz		MZI_D_ns	MZI_W_ns	DET_D_ns	DET_W_ns	State	D0	D1
0	1		3.00000030000003E-05	0		15		0		1000000		
5	0	0
1	1	3.00000030000003E-05	0	15	0	1000000	5	990	0
2	1	3.00000030000003E-05	0	15	0	1000000	5	990	0
3	1	3.00000030000003E-05	0	15	0	1000000	5	990	0
4	1	3.00000030000003E-05	0	15	0	1000000	5	990	0
5	1	3.00000030000003E-05	0	15	0	1000000	5	990	0
6	1	3.00000030000003E-05	0	15	0	1000000	5	990	0
7	1	3.00000030000003E-05	0	15	0	1000000	5	990	0
8	1	3.00000030000003E-05	0	15	0	1000000	5	990	0
9	1	3.00000030000003E-05	0	15	0	1000000	5	990	0
0	1	3.00000030000003E-05	0	15	0	1000000	5	990	0
1	1	3.00000030000003E-05	0	15	0	1000000	5	990	0
2	1	3.00000030000003E-05	0	15	0	1000000	5	990	0
3	1	3.00000030000003E-05	0	15	0	1000000	5	990	0
4	1	3.00000030000003E-05	0	15	0	1000000	5	990	0
5	1	3.00000030000003E-05	0	15	0	1000000	5	990	0
6	1	3.00000030000003E-05	0	15	0	1000000	5	990	0
7	1	3.00000030000003E-05	0	15	0	1000000	5	990	0
8	1	3.00000030000003E-05	0	15	0	1000000	5	990	0
9	1	3.00000030000003E-05	0	15	0	1000000	5	990	0
0	1	3.00000030000003E-05	0	15	0	1000000	5	990	0
1	1	3.00000030000003E-05	0	15	0	1000000	5	990	0
2	1	3.00000030000003E-05	0	15	0	1000000	5	990	0
3	1	3.00000030000003E-05	0	15	0	1000000	5	990	0
4	1	3.00000030000003E-05	0	15	0	1000000	5	990	0
5	1	3.00000030000003E-05	0	15	0	1000000	5	990	0
6	1	3.00000030000003E-05	0	15	0	1000000	5	990	0
7	1	3.00000030000003E-05	0	15	0	1000000	5	990	0
8	1	3.00000030000003E-05	0	15	0	1000000	5	990	0
9	1	3.00000030000003E-05	0	15	0	1000000	5	990	0
0	1	3.00000030000003E-05	0	15	0	1000000	5	990	0
1	1	3.00000030000003E-05	0	15	0	1000000	5	990	0
2	1	3.00000030000003E-05	0	15	0	1000000	5	990	0
3	1	3.00000030000003E-05	0	15	0	1000000	5	990	0
4	1	3.00000030000003E-05	0	15	0	1000000	5	990	0
5	1	3.00000030000003E-05	0	15	0	1000000	5	990	0
6	1	3.00000030000003E-05	0	15	0	1000000	5	990	0
7	1	3.00000030000003E-05	0	15	0	1000000	6	990	0
8	1	3.00000030000003E-05	0	15	0	1000000	0	990	0
9	1	3.00000030000003E-05	0	15	0	1000000	1	990	0
0	1	3.00000030000003E-05	0	15	0	1000000	0	990	0
1	1	3.00000030000003E-05	0	15	0	1000000	1	990	0
2	1	3.00000030000003E-05	0	15	0	1000000	2	990	0
3	1	3.00000030000003E-05	0	15	0	1000000	3	990	0
4	1	3.00000030000003E-05	0	15	0	1000000	4	990	0
5	1	3.00000030000003E-05	0	15	0	1000000	5	990	0
6	1	3.00000030000003E-05	0	15	0	1000000	6	990	0
7	1	3.00000030000003E-05	0	15	0	1000000	0	990	0
8	1	3.00000030000003E-05	0	15	0	1000000	1	990	0
9	1	3.00000030000003E-05	0	15	0	1000000	2	990	0
0	1	3.00000030000003E-05	0	15	0	1000000	0	990	0
1	1	3.00000030000003E-05	0	15	0	1000000	1	990	0
2	1	3.00000030000003E-05	0	15	0	1000000	2	990	0
3	1	3.00000030000003E-05	0	15	0	1000000	3	990	0
4	1	3.00000030000003E-05	0	15	0	1000000	4	990	0
5	1	3.00000030000003E-05	0	15	0	1000000	5	990	0
6	1	3.00000030000003E-05	0	15	0	1000000	6	990	0
7	1	3.00000030000003E-05	0	15	0	1000000	0	990	0
8	1	3.00000030000003E-05	0	15	0	1000000	1	990	0
9	1	3.00000030000003E-05	0	15	0	1000000	2	990	0
0	1	3.00000030000003E-05	0	15	0	1000000	0	990	0
1	1	3.00000030000003E-05	0	15	0	1000000	1	990	0
2	1	3.00000030000003E-05	0	15	0	1000000	2	990	0
3	1	3.00000030000003E-05	0	15	0	1000000	3	990	0
4	1	3.00000030000003E-05	0	15	0	1000000	4	990	0
5	1	3.00000030000003E-05	0	15	0	1000000	5	990	0
6	1	3.00000030000003E-05	0	15	0	1000000	6	990	0
7	1	3.00000030000003E-05	0	15	0	1000000	0	990	0
8	1	3.00000030000003E-05	0	15	0	1000000	1	990	0
9	1	3.00000030000003E-05	0	15	0	1000000	2	990	0
0	1	3.00000030000003E-05	0	15	0	1000000	0	990	0
1	1	3.00000030000003E-05	0	15	0	1000000	1	990	0
2	1	3.00000030000003E-05	0	15	0	1000000	2	990	0
3	1	3.00000030000003E-05	0	15	0	1000000	3	990	0
4	1	3.00000030000003E-05	0	15	0	1000000	4	990	0
5	1	3.00000030000003E-05	0	15	0	1000000	5	990	0
6	1	3.00000030000003E-05	0	15	0	1000000	6	990	0
7	1	3.00000030000003E-05	0	15	0	1000000	0	990	0
8	1	3.00000030000003E-05	0	15	0	1000000	1	990	0
9	1	3.00000030000003E-05	0	15	0	1000000	2	990	0
0	1	3.00000030000003E-05	0	15	0	1000000	0	990	0
1	1	3.00000030000003E-05	0	15	0	1000000	1	990	0
2	1	3.00000030000003E-05	0	15	0	1000000	2	990	0
3	1	3.00000030000003E-05	0	15	0	1000000	3	990	0
4	1	3.00000030000003E-05	0	15	0	1000000	4	990	0
5	1	3.00000030000003E-05	0	15	0	1000000	5	990	0
6	1	3.00000030000003E-05	0	15	0	1000000	6	990	0
7	1	3.00000030000003E-05	0	15	0	1000000	0	990	0
8	1	3.00000030000003E-05	0	15	0	1000000	1	990	0
9	1	3.00000030000003E-05	0	15	0	1000000	2	990	0
0	1	3.00000030000003E-05	0	15	0	1000000	0	990	0
1	1	3.00000030000003E-05	0	15	0	1000000	1	990	0
2	1	3.00000030000003E-05	0	15	0	1000000	2	990	0
3	1	3.00000030000003E-05	0	15	0	1000000	3	990	0
4	1	3.00000030000003E-05	0	15	0	1000000	4	990	0
5	1	3.00000030000003E-05	0	15	0	1000000	5	990	0
6	1	3.00000030000003E-05	0	15	0	1000000	6	990	0
7	1	3.00000030000003E-05	0	15	0	1000000	0	990	0
8	1	3.00000030000003E-05	0	15	0	1000000	1	990	0
9	1	3.00000030000003E-05	0	15	0	1000000	2	990	0
0	1	3.00000030000003E-05	0	15	0	1000000	0	990	0
1	1	3.00000030000003E-05	0	15	0	1000000	1	990	0
2	1	3.00000030000003E-05	0	15	0	1000000	2	990	0
3	1	3.00000030000003E-05	0	15	0	1000000	3	990	0
4	1	3.00000030000003E-05	0	15	0	1000000	4	990	0
5	1	3.00000030000003E-05	0	15	0	1000000	5	990	0
6	1	3.00000030000003E-05	0	15	0	1000000	6	990	0
7	1	3.00000030000003E-05	0	15	0	1000000	0	990	0
8	1	3.00000030000003E-05	0	15	0	1000000	1	990	0
9	1	3.00000030000003E-05	0	15	0	1000000	2	990	0
0	1	3.00000030000003E-05	0	15	0	1000000	0	990	0
1	1	3.00000030000003E-05	0	15	0	1000000	1	990	0
2	1	3.00000030000003E-05	0	15	0	1000000	2	990	0
3	1	3.00000030000003E-05	0	15	0	1000000	3	990	0
4	1	3.00000030000003E-05	0	15	0	1000000	4	990	0
5	1	3.00000030000003E-05	0	15	0	1000000	5	990	0
6	1	3.00000030000003E-05	0	15	0	1000000	6	990	0
7	1	3.00000030000003E-05	0	15	0	1000000	0	990	0
8	1	3.00000030000003E-05	0	15	0	1000000	1	990	0
9	1	3.00000030000003E-05	0	15	0	1000000	2	990	0
0	1	3.00000030000003E-05	0	15	0	1000000	0	990	0
1	1	3.00000030000003E-05	0	15	0	1000000	1	990	0
2	1	3.00000030000003E-05	0	15	0	1000000	2	990	0
3	1	3.00000030000003E-05	0	15	0	1000000	3	990	0
4	1	3.00000030000003E-05	0	15	0	1000000	4	990	0
5	1	3.00000030000003E-05	0	15	0	1000000	5	990	0
6	1	3.00000030000003E-05	0	15	0	1000000	6	990	0
7	1	3.00000030000003E-05	0	15	0	1000000	0	990	0
8	1	3.00000030000003E-05	0	15	0	1000000	1	990	0
9	1	3.00000030000003E-05	0	15	0	1000000	2	990	0
0	1	3.00000030000003E-05	0	15	0	1000000	0	990	0
1	1	3.00000030000003E-05	0	15	0	1000000	1	990	0
2	1	3.00000030000003E-05	0	15	0	1000000	2	990	0
3	1	3.00000030000003E-05	0	15	0	1000000	3	990	0
4	1	3.00000030000003E-05	0	15	0	1000000	4	990	0
5	1	3.00000030000003E-05	0	15	0	1000000	5	990	0
6	1	3.00000030000003E-05	0	15	0	1000000	6	990	0
7	1	3.00000030000003E-05	0	15	0	1000000	0	990	0
8	1	3.00000030000003E-05	0	15	0	1000000	1	990	0
9	1	3.00000030000003E-05	0	15	0	1000000	2	990	0
0	1	3.00000030000003E-05	0	15	0	1000000	0	990	0
1	1	3.00000030000003E-05	0	15	0	1000000	1	990	0
2	1	3.00000030000003E-05	0	15	0	1000000	2	990	0
3	1	3.00000030000003E-05	0	15	0	1000000	3	990	0
4	1	3.00000030000003E-05	0	15	0	1000000	4	990	0
5	1	3.00000030000003E-05	0	15	0	1000000	5	990	0
6	1	3.00000030000003E-05	0	15	0	1000000	6	990	0
7	1	3.00000030000003E-05	0	15	0	1000000	0	990	0
8	1	3.00000030000003E-05	0	15	0	1000000	1	990	0
9	1	3.00000030000003E-05	0	15	0	1000000	2	990	0
0	1	3.00000030000003E-05	0	15	0	1000000	0	990	0
1	1	3.00000030000003E-05	0	15	0	1000000	1	990	0
2	1	3.00000030000003E-05	0	15	0	1000000	2	990	0
3	1	3.00000030000003E-05	0	15	0	1000000	3	990	0
4	1	3.00000030000003E-05	0	15	0	1000000	4	990	0
5	1	3.00000030000003E-05	0	15	0	1000000	5	990	0
6	1	3.00000030000003E-05	0	15	0	1000000	6	990	0
7	1	3.00000030000003E-05	0	15	0	1000000	0	990	0
8	1	3.00000030000003E-05	0	15	0	1000000	1	990	0
9	1	3.00000030000003E-05	0	15	0	1000000	2	990	0
0	1	3.00000030000003E-05	0	15	0	1000000	0	990	0
1	1	3.00000030000003E-05	0	15	0	1000000	1	990	0
2	1	3.00000030000003E-05	0	15	0	1000000	2	990	0
3	1	3.00000030000003E-05	0	15	0	1000000	3	990	0
4	1	3.00000030000003E-05	0	15	0	1000000	4	990	0
5	1	3.00000030000003E-05	0	15	0	1000000	5	990	0
6	1	3.00000030000003E-05	0	15	0	1000000	6	990	0
7	1	3.00000030000003E-05	0	15	0	1000000	0	990	0
8	1	3.00000030000003E-05	0	15	0	1000000	1	990	0
9	1	3.00000030000003E-05	0	15	0	1000000	2	990	0
0	1	3.00000030000003E-05	0	15	0	1000000	0	990	0
1	1	3.00000030000003E-05	0	15	0	1000000	1	990	0
2	1	3.00000030000003E-05	0	15	0	1000000	2	990	0
3	1	3.00000030000003E-05	0	15	0	1000000	3	990	0
4	1	3.00000030000003E-05	0	15	0	1000000	4	990	0
5	1	3.00000030000003E-05	0	15	0	1000000	5	990	0
6	1	3.00000030000003E-05	0	15	0	1000000	6	990	0
7	1	3.00000030000003E-05	0	15	0	1000000	0	990	0
8	1	3.00000030000003E-05	0	15	0	1000000	1	990	0
9	1	3.00000030000003E-05	0	15	0	1000000	2	990	0
0	1	3.00000030000003E-05	0	15	0	1000000	0	990	0
1	1	3.00000030000003E-05	0	15	0	1000000	1	990	0
2	1	3.00000030000003E-05	0	15	0	1000000	2	990	0
3	1	3.00000030000003E-05	0	15	0	1000000	3	990	0
4	1	3.00000030000003E-05	0	15	0	1000000	4	990	0
5	1	3.00000030000003E-05	0	15	0	1000000	5	990	0
6	1	3.00000030000003E-05	0	15	0	1000000	6	990	0
7	1	3.00000030000003E-05	0	15	0	1000000	0	990	0
8	1	3.00000030000003E-05	0	15	0	1000000	1	990	0
9	1	3.00000030000003E-05	0	15	0	1000000	2	990	0
0	1	3.00000030000003E-05	0	15	0	1000000	0	990	0
1	1	3.00000030000003E-05	0	15	0	1000000	1	990	0
2	1	3.00000030000003E-05	0	15	0	1000000	2	990	0
3	1	3.00000030000003E-05	0	15	0	1000000	3	990	0
4	1	3.00000030000003E-05	0	15	0	1000000	4	990	0
5	1	3.00000030000003E-05	0	15	0	1000000	5	990	0
6	1	3.00000030000003E-05	0	15	0	1000000	6	990	0
7	1	3.00000030000003E-05	0	15	0	1000000	0	990	0
8	1	3.00000030000003E-05	0	15	0	1000000	1	990	0
9	1	3.00000030000003E-05	0	15	0	1000000	2	990	0
0	1	3.00000030000003E-05	0	15	0	1000000	0	990	0
1	1	3.00000030000003E-05	0	15	0	1000000	1	990	0
2	1	3.00000030000003E-05	0	15	0	1000000	2	990	0
3	1	3.00000030000003E-05	0	15	0	1000000	3	990	0
4	1	3.00000030000003E-05	0	15	0	1000000	4	990	0
5	1	3.00000030000003E-05	0	15	0	1000000	5	990	0
6	1	3.00000030000003E-05	0	15	0	1000000	6	990	0
7	1	3.00000030000003E-05	0	15	0	1000000	0	990	0
8	1	3.00000030000003E-05	0	15	0	1000000	1	990	0
9	1	3.00000030000003E-05	0	15	0	1000000	2	990	0
0	1	3.00000030000003E-05	0	15	0	1000000	0	990	0
1	1	3.00000030000003E-05	0	15	0	1000000	1	990	0
2	1	3.00000030000003E-05	0	15	0	1000000	2	990	0
3	1	3.00000030000003E-05	0	15	0	1000000	3	990	0
4	1	3.00000030000003E-05	0	15	0	1000000	4	990	0
5	1	3.00000030000003E-05	0	15	0	1000000	5	990	0
6	1	3.00000030000003E-05	0	15	0	1000000	6	990	0
7	1	3.00000030000003E-05	0	15	0	1000000	0	990	0
8	1	3.00000030000003E-05	0	15	0	1000000	1	990	0
9	1	3.00000030000003E-05	0	15	0	1000000	2	990	0
